Year,Sport,D1Teams,D1Athletes,D1AvgSquad,D2Teams,D2Athletes,D2AvgSquad,D3Teams,D3Athletes,D3AvgSquad,TotalNCAATeams,TotalNCAAAthletes,AvgNCAASquad
1988-1989,W_Tennis,275,"2,668",9.7,145,"1,349",9.3,271,"2,954",10.9,691,"6,971",10.1
1989-1990,W_Tennis,278,"2,674",9.6,146,"1,318",9,270,"2,884",10.7,694,"6,876",9.9
1990-1991,W_Tennis,279,"2,704",9.7,154,"1,418",9.5,278,"3,019",10.9,711,"7,141",10
1991-1992,W_Tennis,283,"2,691",9.5,160,"1,429",8.9,280,"2,954",10.6,723,"7,074",9.8
1992-1993,W_Tennis,283,"2,632",9.3,160,"1,440",9,289,"3,035",10.5,732,"7,107",9.7
1993-1994,W_Tennis,287,"2,698",9.4,179,"1,611",9,293,"3,047",10.4,759,"7,356",9.7
1994-1995,W_Tennis,288,"2,707",9.4,181,"1,611",8.9,305,"3,142",10.3,774,"7,460",9.6
1995-1996,W_Tennis,295,"2,744",9.3,221,"1,923",8.7,343,"3,602",10.5,859,"8,268",9.6
1996-1997,W_Tennis,296,"2,753",9.3,220,"1,936",8.8,339,"3,627",10.7,855,"8,316",
1997-1998,W_Tennis,297,"2,762",9.3,216,"1,879",8.7,339,"3,492",10.3,852,"8,133",9.5
1998-1999,W_Tennis,302,"2,899",9.6,220,"1,958",8.9,355,"3,657",10.3,877,"8,514",9.7
1999-2000,W_Tennis,310,"2,852",9.2,209,"1,777",8.5,351,"3,686",10.5,870,"8,314",9.6
2000-2001,W_Tennis,312,"2,933",9.4,217,"1,866",8.6,362,"3,801",10.5,891,"8,600",9.7
2001-2002,W_Tennis,314,"2,869",9.1,220,"1,801",8.2,364,"3,708",10.2,898,"8,378",9.3
2002-2003,W_Tennis,315,"2,921",9.3,211,"1,765",8.4,365,"3,734",10.2,891,"8,420",9.5
2003-2004,W_Tennis,312,"2,934",9.4,210,"1,798",8.6,358,"3,716",10.4,880,"8,448",9.6
2004-2005,W_Tennis,309,"2,860",9.3,212,"1,825",8.6,355,"3,744",10.5,876,"8,429",9.6
2005-2006,W_Tennis,310,"2,860",9.2,218,"1,881",8.6,360,"3,793",10.5,888,"8,534",9.6
2006-2007,W_Tennis,304,"2,838",9.3,224,"2,012",9,367,"3,934",10.7,895,"8,784",9.8
2007-2008,W_Tennis,308,"2,891",9.4,224,"2,004",8.9,366,"3,826",10.5,898,"8,721",9.7
2008-2009,W_Tennis,311,"2,913",9.4,220,"1,945",8.8,369,"3,861",10.5,900,"8,719",9.7
2009-2010,W_Tennis,313,"2,905",9.3,221,"1,949",8.8,378,"4,041",10.7,912,"8,895",9.8
2010-2011,W_Tennis,314,"2,907",9.3,230,"2,026",8.8,377,"3,975",10.5,921,"8,908",9.7
2011-2012,W_Tennis,317,"2,900",9.1,240,"2,094",8.7,377,"3,983",10.6,934,"8,977",9.6
2012-2013,W_Tennis,320,"2,914",9.1,240,"2,088",8.7,379,"3,972",10.5,939,"8,974",9.6
2013-2014,W_Tennis,319,"2,953",9.3,236,"2,093",8.9,376,"3,982",10.6,931,"9,028",9.7
2014-2015,W_Tennis,318,"2,912",9.2,236,"2,068",8.8,376,"3,980",10.6,930,"8,960",9.6
2015-2016,W_Tennis,317,"2,910",9.2,232,"2,067",8.9,380,"3,956",10.4,929,"8,933",9.6
2016-2017,W_Tennis,315,"2,872",9.1,226,"2,013",8.9,372,"3,851",10.4,913,"8,736",9.6
2017-2018,W_Tennis,315,"2,857",9.1,227,"1,959",8.6,366,"3,792",10.4,908,"8,608",9.5
2018-2019,W_Tennis,312,"2,836",9.1,223,"1,901",8.5,369,"3,859",10.5,904,"8,596",9.5
2019-2020,W_Tennis,311,"2,838",9.1,221,"1,940",8.8,368,"3,759",10.2,900,"8,537",9.5
2020-2021,W_Tennis,300,"2,873",9.6,210,"1,831",8.7,355,"3,426",9.7,865,"8,130",9.4
2021-2022,W_Tennis,300,"2,817",9.4,209,"1,980",9.5,350,"3,645",10.4,859,"8,442",9.8
2022-2023,W_Tennis,302,2781,9.2,211,2015,9.5,345,3547,10.3,858,"8,343",9.7
1981-1982,"W_Track, Indoor",127,"2,935",23.1,51,995,19.5,61,"1,116",18.3,239,"5,046",21.1
1982-1983,"W_Track, Indoor",150,"3,972",26.5,54,"1,098",20.3,76,"1,703",22.4,280,"6,773",24.2
1983-1984,"W_Track, Indoor",163,"3,886",23.8,72,"1,463",20.3,92,"1,783",19.4,327,"7,132",21.8
1984-1985,"W_Track, Indoor",175,"4,344",24.8,82,"1,807",22,101,"2,121",21,358,"8,272",23.1
1985-1986,"W_Track, Indoor",191,"4,576",24,80,"1,816",22.7,114,"2,380",20.9,385,"8,772",22.8
1986-1987,"W_Track, Indoor",195,"4,506",23.1,71,"1,514",21.3,125,"2,253",18,391,"8,273",21.2
1987-1988,"W_Track, Indoor",205,"4,664",22.8,71,"1,488",21,140,"2,615",18.7,416,"8,767",21.1
1988-1989,"W_Track, Indoor",206,"5,006",24.3,78,"1,599",20.5,135,"2,592",19.2,419,"9,197",21.9
1989-1990,"W_Track, Indoor",209,"4,937",23.6,76,"1,520",20,136,"2,407",17.7,421,"8,864",21.1
1990-1991,"W_Track, Indoor",221,"5,545",25.1,86,"1,713",19.9,140,"2,734",19.5,447,"9,992",22.4
1991-1992,"W_Track, Indoor",233,"5,639",24.2,88,"1,896",21.5,145,"2,804",19.3,466,"10,339",22.2
1992-1993,"W_Track, Indoor",235,"5,946",25.3,90,"1,809",20.1,154,"3,126",20.3,479,"10,881",22.7
1993-1994,"W_Track, Indoor",240,"6,480",27,92,"1,886",20.5,157,"3,093",19.7,489,"11,459",23.4
1994-1995,"W_Track, Indoor",239,"6,668",27.9,91,"1,847",20.3,166,"3,320",20,496,"11,835",23.9
1995-1996,"W_Track, Indoor",249,"6,897",27.7,103,"2,091",20.3,181,"3,566",19.7,533,"12,554",23.6
1996-1997,"W_Track, Indoor",251,"7,229",28.8,94,"2,040",21.7,184,"3,827",20.8,529,"13,096",
1997-1998,"W_Track, Indoor",255,"7,599",29.8,98,"1,960",20,187,"3,983",21.3,540,"13,542",25.1
1998-1999,"W_Track, Indoor",262,"8,410",32.1,107,"2,472",23.1,191,"4,565",23.9,560,"15,447",27.6
1999-2000,"W_Track, Indoor",268,"8,790",32.8,98,"2,303",23.5,192,"4,608",24,558,"15,701",28.1
2000-2001,"W_Track, Indoor",279,"9,095",32.6,112,"2,755",24.6,202,"4,868",24.1,593,"16,719",28.2
2001-2002,"W_Track, Indoor",286,"9,344",32.7,108,"2,415",22.4,201,"4,575",22.8,595,"16,334",27.5
2002-2003,"W_Track, Indoor",289,"9,960",34.5,109,"2,551",23.4,213,"5,018",23.6,611,"17,529",28.7
2003-2004,"W_Track, Indoor",289,"10,033",34.7,109,"2,904",26.6,219,"5,128",23.4,617,"18,065",29.3
2004-2005,"W_Track, Indoor",288,"10,308",35.8,110,"2,864",26,223,"5,361",24,621,"18,533",29.8
2005-2006,"W_Track, Indoor",289,"10,371",35.9,117,"3,114",26.6,224,"5,605",25,630,"19,090",30.3
2006-2007,"W_Track, Indoor",289,"10,591",36.6,127,"3,400",26.8,225,"5,713",25.4,641,"19,704",30.7
2007-2008,"W_Track, Indoor",292,"10,944",37.5,127,"3,504",27.6,226,"5,965",26.4,645,"20,413",31.6
2008-2009,"W_Track, Indoor",299,"11,324",37.9,127,"3,514",27.7,235,"6,216",26.5,661,"21,054",31.9
2009-2010,"W_Track, Indoor",303,"11,816",39,133,"3,822",28.7,237,"6,436",27.2,673,"22,074",32.8
2010-2011,"W_Track, Indoor",305,"12,183",39.9,152,"4,414",29,237,"6,816",28.8,694,"23,413",33.7
2011-2012,"W_Track, Indoor",308,"12,268",39.8,153,"4,713",30.8,250,"7,281",29.1,711,"24,262",34.1
2012-2013,"W_Track, Indoor",313,"12,554",40.1,165,"4,836",29.3,255,"7,790",30.5,733,"25,180",34.4
2013-2014,"W_Track, Indoor",317,"12,705",40.1,173,"5,236",30.3,264,"7,935",30.1,754,"25,876",34.3
2014-2015,"W_Track, Indoor",319,"12,816",40.2,185,"5,785",31.3,268,"8,019",29.9,772,"26,620",34.5
2015-2016,"W_Track, Indoor",322,"12,823",39.8,189,"5,921",31.3,273,"8,142",29.8,784,"26,886",34.3
2016-2017,"W_Track, Indoor",325,"13,181",40.6,195,"6,161",31.6,283,"8,394",29.7,803,"27,736",34.5
2017-2018,"W_Track, Indoor",332,"13,177",39.7,196,"6,125",31.3,290,"8,581",29.6,818,"27,883",34.1
2018-2019,"W_Track, Indoor",332,"13,296",40,198,"6,088",30.7,296,"8,597",29,826,"27,981",33.9
2019-2020,"W_Track, Indoor",333,"13,437",40.4,202,"6,399",31.7,302,"8,794",29.1,837,"28,630",34.2
2020-2021,"W_Track, Indoor",329,"13,076",39.7,197,"6,229",31.6,292,"7,999",27.4,818,"27,304",33.4
2021-2022,"W_Track, Indoor",331,"13,404",40.5,206,"6,600",32,307,"8,862",28.9,844,"28,866",34.2
2022-2023,"W_Track, Indoor",334,13339,39.9,220,6871,31.2,316,9181,29.1,870,"29,391",33.8
1981-1982,"W_Track, Outdoor",180,"4,264",23.7,101,"2,095",20.7,146,"2,858",19.6,427,"9,217",21.6
1982-1983,"W_Track, Outdoor",182,"4,423",24.3,116,"2,260",19.5,164,"3,102",18.9,462,"9,785",21.2
1983-1984,"W_Track, Outdoor",185,"4,451",24.1,121,"2,524",20.9,166,"3,267",19.7,472,"10,242",21.7
1984-1985,"W_Track, Outdoor",191,"4,815",25.2,116,"2,455",21.2,175,"3,644",20.8,482,"10,914",22.6
1985-1986,"W_Track, Outdoor",215,"5,108",23.8,120,"2,689",22.4,185,"3,757",20.3,520,"11,554",22.2
1986-1987,"W_Track, Outdoor",223,"5,377",24.1,111,"2,405",21.7,192,"3,648",19,526,"11,430",21.7
1987-1988,"W_Track, Outdoor",227,"5,332",23.5,109,"2,293",21,201,"3,895",19.4,537,"11,520",21.5
1988-1989,"W_Track, Outdoor",229,"5,725",25,117,"2,504",21.4,194,"3,764",19.4,540,"11,993",22.2
1989-1990,"W_Track, Outdoor",230,"5,538",24.1,114,"2,424",21.3,193,"3,607",18.7,537,"11,569",21.5
1990-1991,"W_Track, Outdoor",239,"5,863",24.5,117,"2,504",21.4,197,"3,824",19.4,553,"12,191",22
1991-1992,"W_Track, Outdoor",247,"5,963",24.1,113,"2,426",21.5,201,"3,857",19.2,561,"12,246",21.8
1992-1993,"W_Track, Outdoor",249,"6,250",25.1,116,"2,366",20.4,209,"4,222",20.2,574,"12,838",22.4
1993-1994,"W_Track, Outdoor",252,"6,829",27.1,122,"2,489",20.4,208,"4,118",19.8,582,"13,436",23.1
1994-1995,"W_Track, Outdoor",255,"7,140",28,125,"2,475",19.8,213,"4,281",20.1,593,"13,896",23.4
1995-1996,"W_Track, Outdoor",268,"8,415",31.4,146,"3,197",21.9,242,"6,002",24.8,656,"17,614",26.9
1996-1997,"W_Track, Outdoor",266,"7,661",28.8,136,"2,802",20.6,239,"5,091",21.3,641,"15,553",
1997-1998,"W_Track, Outdoor",271,"8,049",29.7,135,"2,754",20.4,243,"5,176",21.3,649,"15,979",24.6
1998-1999,"W_Track, Outdoor",273,"8,873",32.5,150,"3,540",23.6,248,"5,803",23.4,671,"18,216",27.1
1999-2000,"W_Track, Outdoor",276,"8,915",32.3,144,"3,283",22.8,242,"5,590",23.1,662,"17,788",26.9
2000-2001,"W_Track, Outdoor",286,"9,238",32.3,160,"3,712",23.2,250,"5,975",23.9,696,"18,925",27.2
2001-2002,"W_Track, Outdoor",291,"9,571",32.9,157,"3,345",21.3,249,"5,517",22.2,697,"18,433",26.4
2002-2003,"W_Track, Outdoor",293,"9,920",33.9,155,"3,545",22.9,255,"5,880",23.1,703,"19,345",27.5
2003-2004,"W_Track, Outdoor",294,"10,208",34.7,156,"3,740",24,251,"5,710",22.7,701,"19,658",28
2004-2005,"W_Track, Outdoor",295,"10,439",35.4,154,"3,859",25.1,255,"6,090",23.9,704,"20,388",29
2005-2006,"W_Track, Outdoor",299,"10,509",35.1,165,"4,132",25,258,"6,230",24.1,722,"20,871",28.9
2006-2007,"W_Track, Outdoor",301,"10,789",35.8,173,"4,423",25.6,258,"6,304",24.4,732,"21,516",29.4
2007-2008,"W_Track, Outdoor",304,"11,230",36.9,175,"4,451",25.4,266,"6,682",25.1,745,"22,363",30
2008-2009,"W_Track, Outdoor",307,"11,433",37.2,175,"4,529",25.9,276,"6,993",25.3,758,"22,955",30.3
2009-2010,"W_Track, Outdoor",310,"11,934",38.5,177,"4,829",27.3,280,"7,265",25.9,767,"24,028",31.3
2010-2011,"W_Track, Outdoor",312,"12,467",40,188,"5,203",27.7,278,"7,625",27.4,778,"25,295",32.5
2011-2012,"W_Track, Outdoor",317,"12,530",39.5,199,"5,769",29,285,"7,928",27.8,801,"26,227",32.7
2012-2013,"W_Track, Outdoor",324,"12,806",39.5,202,"5,804",28.7,290,"8,517",29.4,816,"27,127",38.2
2013-2014,"W_Track, Outdoor",327,"12,994",39.7,210,"6,175",29.4,298,"8,583",28.8,835,"27,752",33.2
2014-2015,"W_Track, Outdoor",329,"13,075",39.7,231,"6,962",30.1,301,"8,760",29.1,861,"28,797",33.4
2015-2016,"W_Track, Outdoor",331,"13,136",39.7,236,"7,104",30.1,313,"8,808",28.1,880,"29,048",33
2016-2017,"W_Track, Outdoor",334,"13,477",40.4,246,"7,453",30.3,318,"8,977",28.2,898,"29,907",33.3
2017-2018,"W_Track, Outdoor",338,"13,412",39.7,249,"7,449",29.9,320,"9,157",28.6,907,"30,018",33.1
2018-2019,"W_Track, Outdoor",340,"13,511",39.7,255,"7,530",29.5,333,"9,285",27.9,928,"30,326",32.7
2019-2020,"W_Track, Outdoor",340,"13,649",40.1,254,"7,699",30.3,338,"9,493",28.1,932,"30,841",33.1
2020-2021,"W_Track, Outdoor",339,"13,679",40.4,255,"7,813",30.6,342,"8,933",26.1,936,"30,425",32.5
2021-2022,"W_Track, Outdoor",339,"13,672",40.3,258,"7,923",30.7,342,"9,458",27.7,939,"31,053",33.1
2022-2023,"W_Track, Outdoor",341,13597,39.9,266,8107,30.5,350,9771,27.9,957,"31,475",32.9
2015-2016,W_Triathlon,0,0,N/A,3,16,5.3,1,5,5,4,21,5.3
2016-2017,W_Triathlon,2,13,6.5,3,17,5.7,4,21,5.3,9,51,5.7
2017-2018,W_Triathlon,2,19,9.5,6,35,5.8,5,29,5.8,13,83,6.4
2018-2019,W_Triathlon,4,31,7.8,7,45,6.4,7,44,6.3,18,120,6.7
2019-2020,W_Triathlon,6,52,8.7,10,62,6.2,9,62,6.9,25,176,7
2020-2021,W_Triathlon,7,56,8,12,95,7.9,10,69,6.9,29,220,7.6
2021-2022,W_Triathlon,8,73,9.1,15,105,7,12,74,6.2,35,252,7.2
2022-2023,W_Triathlon,8,71,8.9,13,109,8.4,13,69,5.3,34,249,7.3
1981-1982,W_Volleyball,226,"2,952",13.1,156,"2,157",13.8,221,"3,309",15,603,"8,418",14
1982-1983,W_Volleyball,217,"2,960",13.6,176,"2,100",11.9,245,"3,596",14.7,638,"8,656",13.6
1983-1984,W_Volleyball,226,"2,938",13,168,"2,328",13.9,251,"3,805",15.2,645,"9,071",14.1
1984-1985,W_Volleyball,232,"3,141",13.5,162,"2,312",14.3,255,"4,080",16,649,"9,533",14.7
1985-1986,W_Volleyball,245,"3,295",13.4,175,"2,475",14.1,265,"4,158",15.7,685,"9,928",14.5
1986-1987,W_Volleyball,264,"3,392",12.8,169,"2,265",13.4,268,"4,031",15,701,"9,688",13.8
1987-1988,W_Volleyball,264,"3,274",12.4,166,"2,136",12.9,275,"3,834",13.9,705,"9,244",13.1
1988-1989,W_Volleyball,266,"3,378",12.7,180,"2,286",12.7,273,"3,822",14,719,"9,486",13.2
1989-1990,W_Volleyball,266,"3,365",12.7,183,"2,309",12.6,273,"3,740",13.7,722,"9,414",13
1990-1991,W_Volleyball,270,"3,405",12.6,193,"2,397",12.4,278,"3,911",14.1,741,"9,713",13.1
1991-1992,W_Volleyball,273,"3,459",12.7,201,"2,547",12.7,288,"3,928",13.6,762,"9,934",13
1992-1993,W_Volleyball,274,"3,452",12.6,207,"2,608",12.6,303,"4,181",13.8,784,"10,241",13.1
1993-1994,W_Volleyball,279,"3,599",12.9,227,"2,928",12.9,304,"4,165",13.7,810,"10,692",13.2
1994-1995,W_Volleyball,282,"3,638",12.9,228,"2,873",12.6,318,"4,357",13.7,828,"10,868",13.1
1995-1996,W_Volleyball,287,"3,760",13.1,256,"3,379",13.2,360,"5,112",14.2,903,"12,251",13.6
1996-1997,W_Volleyball,292,"3,854",13.2,258,"3,380",13.1,365,"5,074",13.9,915,"12,308",
1997-1998,W_Volleyball,293,"3,985",13.6,256,"3,430",13.4,366,"5,124",14,915,"12,539",13.7
1998-1999,W_Volleyball,299,"4,126",13.8,270,"3,591",13.3,391,"5,474",14,960,"13,191",13.7
1999-2000,W_Volleyball,307,"4,175",13.6,267,"3,498",13.1,393,"5,502",14,967,"13,175",13.6
2000-2001,W_Volleyball,308,"4,250",13.8,271,"3,604",13.3,396,"5,504",13.9,975,"13,359",13.7
2001-2002,W_Volleyball,312,"4,228",13.6,266,"3,396",12.8,396,"5,483",13.8,974,"13,107",13.5
2002-2003,W_Volleyball,312,"4,334",13.9,259,"3,412",13.2,402,"5,536",13.8,973,"13,282",13.7
2003-2004,W_Volleyball,312,"4,368",14,260,"3,369",13,406,"5,573",13.7,978,"13,310",13.6
2004-2005,W_Volleyball,311,"4,374",14.1,261,"3,484",13.3,410,"5,776",14.1,982,"13,634",13.9
2005-2006,W_Volleyball,311,"4,496",14.5,269,"3,698",13.7,412,"5,816",14.1,992,"14,010",14.1
2006-2007,W_Volleyball,313,"4,476",14.3,276,"3,907",14.2,418,"5,894",14.1,"1,007","14,277",14.2
2007-2008,W_Volleyball,316,"4,650",14.7,278,"4,020",14.5,420,"6,045",14.4,"1,014","14,715",14.5
2008-2009,W_Volleyball,317,"4,685",14.8,276,"3,971",14.4,422,"6,171",14.6,"1,015","14,827",14.6
2009-2010,W_Volleyball,319,"4,752",14.9,278,"4,071",14.6,428,"6,310",14.7,"1,025","15,133",14.8
2010-2011,W_Volleyball,321,"4,833",15.1,292,"4,404",15.1,426,"6,360",14.9,"1,039","15,597",15
2011-2012,W_Volleyball,323,"4,876",15.1,300,"4,620",15.4,424,"6,394",15.1,"1,047","15,890",15.2
2012-2013,W_Volleyball,329,"5,031",15.3,299,"4,611",15.4,428,"6,619",15.5,"1,056","16,261",15.4
2013-2014,W_Volleyball,329,"5,122",15.6,303,"4,861",16,432,"6,664",15.4,"1,064","16,647",15.6
2014-2015,W_Volleyball,328,"5,165",15.7,309,"5,011",16.2,434,"6,850",15.8,"1,071","17,026",15.9
2015-2016,W_Volleyball,329,"5,240",15.9,308,"4,968",16.1,433,"6,911",16,"1,070","17,119",16
2016-2017,W_Volleyball,330,"5,356",16.2,306,"5,001",16.3,433,"7,030",16.2,"1,069","17,387",16.3
2017-2018,W_Volleyball,334,"5,460",16.3,302,"4,954",16.4,435,"7,057",16.2,"1,071","17,471",16.3
2018-2019,W_Volleyball,334,"5,550",16.6,301,"5,031",16.7,434,"7,199",16.6,"1,069","17,780",16.6
2019-2020,W_Volleyball,333,"5,572",16.7,297,"5,083",17.1,432,"7,149",16.5,"1,062","17,804",16.8
2020-2021,W_Volleyball,333,"5,639",16.9,295,"5,036",17.1,425,"6,935",16.3,"1,053","17,610",16.7
2021-2022,W_Volleyball,332,"5,910",17.8,296,"5,349",18.1,430,"7,458",17.3,"1,058","18,717",17.7
2022-2023,W_Volleyball,334,5791,17.3,297,5326,17.9,427,7452,17.5,"1,058","18,569",17.6
1995-1996,W_Water Polo,10,202,20.2,3,54,18,7,118,16.9,20,374,18.7
1996-1997,W_Water Polo,13,298,22.9,3,36,12,7,118,16.8,23,451,
1997-1998,W_Water Polo,18,401,22.3,6,116,19.4,8,143,17.9,32,661,20.7
1998-1999,W_Water Polo,21,460,21.9,6,122,20.3,10,164,16.4,37,746,20.2
1999-2000,W_Water Polo,23,499,21.7,6,144,24,11,190,17.3,40,833,20.8
2000-2001,W_Water Polo,27,626,23.2,8,175,21.9,15,255,17,50,"1,057",21.1
2001-2002,W_Water Polo,30,649,21.6,8,153,19.1,17,253,14.9,55,"1,055",19.2
2002-2003,W_Water Polo,29,632,21.8,9,166,18.4,18,253,14.1,56,"1,051",18.8
2003-2004,W_Water Polo,30,660,22,10,189,18.9,19,277,14.6,59,"1,126",19.1
2004-2005,W_Water Polo,31,672,21.7,11,219,19.9,19,302,15.9,61,"1,193",19.6
2005-2006,W_Water Polo,31,649,20.9,10,204,20.4,20,320,16,61,"1,173",19.2
2006-2007,W_Water Polo,31,635,20.5,10,206,20.6,20,307,15.4,61,"1,148",18.8
2007-2008,W_Water Polo,32,670,20.9,9,184,20.4,19,301,15.8,60,"1,155",19.3
2008-2009,W_Water Polo,32,709,22.2,7,143,20.4,21,304,14.5,60,"1,156",19.3
2009-2010,W_Water Polo,32,734,22.9,8,153,19.1,19,277,14.6,59,"1,164",19.7
2010-2011,W_Water Polo,33,729,22.1,8,146,18.3,19,318,16.7,60,"1,193",19.9
2011-2012,W_Water Polo,34,722,21.2,12,219,18.3,18,278,15.4,64,"1,219",19
2012-2013,W_Water Polo,33,701,21.2,12,226,18.8,16,246,15.4,61,"1,173",19.2
2013-2014,W_Water Polo,33,716,21.7,11,201,18.3,17,284,16.7,61,"1,201",19.7
2014-2015,W_Water Polo,32,674,21.1,11,213,19.4,17,265,15.6,60,"1,152",19.2
2015-2016,W_Water Polo,32,665,20.8,10,208,20.8,17,263,15.5,59,"1,136",19.3
2016-2017,W_Water Polo,34,701,20.6,10,195,19.5,17,263,15.5,61,"1,159",19
2017-2018,W_Water Polo,34,754,22.2,11,221,20.1,17,241,14.2,62,"1,216",19.6
2018-2019,W_Water Polo,33,713,21.6,12,235,19.6,19,269,14.2,64,"1,217",19
2019-2020,W_Water Polo,34,722,21.2,12,239,19.9,19,271,14.3,65,"1,232",19
2020-2021,W_Water Polo,35,730,20.9,11,231,21,19,274,14.4,65,"1,235",19
2021-2022,W_Water Polo,34,785,23.1,12,249,20.8,19,322,16.9,65,"1,356",20.9
2022-2023,W_Water Polo,36,816,22.7,11,225,20.5,19,296,15.6,66,"1,337",20.3
2018-2019,W_Wrestling,0,0,N/A,2,29,14.5,2,20,10,4,49,12.3
2019-2020,W_Wrestling,0,0,N/A,3,55,18.3,6,37,6.2,9,92,10.2
2020-2021,W_Wrestling,1,15,15,13,249,19.2,16,161,10.1,30,425,14.2
2021-2022,W_Wrestling,2,23,11.5,15,311,20.7,22,232,10.5,39,566,14.5
2022-2023,W_Wrestling,2,33,16.5,19,378,19.9,30,358,11.9,51,769,15.1
